ID,Sentences,niveau1,niveau2,niveau3,combined_labels,Sentences_clean
69,Si tu dort sur le dos ça peut être ta langue qui obstrue les voies aériennes internes car quand tu es sur le dos et que tu es détendu complétement alors ta langue tombe au début de ta gorge.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,si dort do peut être langue obstrue voies aériennes interne quand e do e détendu complétement alors langue tombe début gorge
758,A votre disposition si vous le désirez petit oiseau qui se lève tard: [:juljia:1] j'espère pour vous que vous serez,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,a disposition si désirez petit oiseau lève tard juljia NUM espère
421,Il dispose des résultats qu’il me commente de manière assez pessimiste :,partage_experience,traitement,non,partage_experience_traitement_non,dispose résultats commente manière assez pessimiste
397,"Je m'explique : lorsqu'elle est concentrée, devant la tv, en cours ou autre, elle cesse de respirer pour reprendre et cela par intermitence.",partage_experience,symptome,non,partage_experience_symptome_non,explique lorsqu concentrée devant tv cours autre cesse respirer reprendre cela intermitence
772,Cela pouvait m'arriver 15-20 fois jusqu'à ce que je m'endormes finalement.,partage_experience,symptome,non,partage_experience_symptome_non,cela pouvait arriver NUM NUM fois jusqu endormes finalement
176,"Aussi, je débranchais surtout le tuyau à la machine.",partage_experience,traitement,non,partage_experience_traitement_non,aussi débranchais surtout tuyau machine
62,Et des aliments gras?,recherche_information,symptome,non,recherche_information_symptome_non,aliment gras
430,Voilà je vous remercie de m’avoir lu et d’avance pour vos réponses !!,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,voilà remercie avoir lu avance réponses
493,"Mon Orl m'a dit que toutes les apnées ne se traitent pas forcément avec l'ablation de amygdales, inuquement efficace pour les apnées obstructives (c'est a dire avec des éléments qui bouchent les voies aériennes : amygdales, végétations, cornets...)",partage_experience,diagnostique,non,partage_experience_diagnostique_non,orl a dit toutes apnées traitent pa forcément ablation amygdales inuquement efficace apnées obstructives a dire éléments bouchent voies aériennes amygdales végétations cornet
328,Ca me rassure un peu..,partage_experience,symptome,positif,partage_experience_symptome_positif,ca rassure peu
742,"Mon réveil sonne, mais je suis tellement ""exténuée"" qu'il me semble impossible de me réveiller complètement.",partage_experience,symptome,negatif,partage_experience_symptome_negatif,réveil sonne tellement exténuée semble impossible réveiller complètement
226,"je suis un homme ordinaire de 30 ans, je suis heureux, pas dépressif, je prend aucun traitement, mais je vous explique mon souci...",partage_experience,symptome,non,partage_experience_symptome_non,homme ordinaire NUM an heureux pa dépressif prend aucun traitement explique souci
667,Peut être faudrait il contacter le dentiste spécialiste de l'orthèse afin de voir avec lui ?,recherche_information,traitement,non,recherche_information_traitement_non,peut être faudrait contacter dentiste spécialiste orthèse afin voir
109,"Il faut un peu de persévérance, courage.",partage_experience,traitement,positif,partage_experience_traitement_positif,faut peu persévérance courage
269,Bien que tout les examens n’aient pas été faits.,partage_experience,traitement,non,partage_experience_traitement_non,bien tout examen pa faits
842,"la prise d'un anti-inflammatoire dans le cadre de son protocole de soins n'est pas à remettre en cause, ce qui est actuellement déconseillé, c'est la prise de ce type de médicament en dehors d'un contexte médical le justifiant.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,prise anti inflammatoire cadre protocole soins pa remettre cause actuellement déconseillé prise type médicament dehors contexte médical justifiant
577,"Non, je ne pense pas que l'on puisse mourir de l'apnée du sommeil car une apnée trop importante (longue) déclenche des alarmes dnas le cerveau et lui commande de te réveiller pour que tu puisses penser à respirer au moins par la bouche.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,non pense pa puisse mourir apnée sommeil apnée trop importante longue déclenche alarmes dna cerveau commande réveiller puisses penser respirer moins bouche
713,"Il m'avait fait faire une batterie d'examens et, finalement, c'est à l'hôpital cardiologique que la cardiologue m'a aiguillé sur un autre hôpital pour faire l'analyse du sommeil.",partage_experience,traitement,non,partage_experience_traitement_non,fait faire batterie examen finalement hôpital cardiologique cardiologue a aiguillé autre hôpital faire analyse sommeil
878,"Si vous n'avez fait aucune rechute en 10 ans, vous êtes considéré comme guéri et en l'absence de comorbidité, vous n'êtes pas plus à risque d'être infecté par le coronavirus.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,si fait aucune rechute NUM an considéré comme guéri absence comorbidité pa plus risque être infecté coronavirus
175,Je scotche mon masque.,partage_experience,traitement,non,partage_experience_traitement_non,scotche masque
203,Depuis que je suis petit je fais des apnées du sommeil.,partage_experience,symptome,non,partage_experience_symptome_non,depuis petit fais apnées sommeil
675,"ok, mais mais cette oppression que je ressens , peut elle venir de cet appareil?",recherche_information,traitement,non,recherche_information_traitement_non,ok cette oppression ressens peut venir cet appareil
624,Je pense que c'est CPAP mais je m'y connais pas trop.,partage_experience,traitement,non,partage_experience_traitement_non,pense cpap connais pa trop
392,j'ai cherché sur internet et j'ai trouvé un médicament que le médecin m'a prescrit cela fait 2 mois que je prends 50 mg de surmontil 2 heures avant de me coucher et ça va beaucoup mieux cela a régulé mon horloge biologique et supprimé ma phobie d'aller me coucher,partage_experience,traitement,non,partage_experience_traitement_non,cherché internet trouvé médicament médecin a prescrit cela fait NUM mois prends NUM mg surmontil NUM heures avant coucher va beaucoup mieux cela a régulé horloge biologique supprimé phobie aller coucher
531,"Tout est très bien, les apnées ont même diminué, je suis à 0.3 par heure.",partage_experience,symptome,non,partage_experience_symptome_non,tout très bien apnées diminué NUM NUM heure
762,"Si fatigue dans la journée, il faut éviter les boissons excitantes dans la journée pour être éveillée, un repas plus léger le soir et une vie privée et professionnelle moins stressantes.",partage_experience,traitement,non,partage_experience_traitement_non,si fatigue journée faut éviter boissons excitantes journée être éveillée repas plus léger soir vie privée professionnelle moins stressantes
727,J'ai 24 ans.,partage_experience,symptome,non,partage_experience_symptome_non,NUM an
695,Il n'y a pas de paramètres de fréquence sur les CPAP.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,a pa paramètres fréquence cpap
576,"Par là même, consulter un psychothérapeute pourrait te faire du bien car tu sembles vraiment trop stressé pour continuer à rester dans cette situation.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,là consulter psychothérapeute pourrait faire bien sembles vraiment trop stressé continuer rester cette situation
182,J'ai le même soucis depuis un moment.,partage_experience,symptome,non,partage_experience_symptome_non,soucis depuis moment
805,"Aussi, si les exercices aident un peu, mais qu'ils ne sont pas bien maîtrisés, ils vont peut-être mener à un résultat négatif au test de sommeil sans que votre problème soit réglé de façon permanente et adéquate pour autant.",partage_experience,traitement,non,partage_experience_traitement_non,aussi si exercices aident peu pa bien maîtrisés vont peut être mener résultat négatif test sommeil problème réglé façon permanente adéquate autant
555,Pourtant j'utilise la machine en moyenne sept heures par nuit.,partage_experience,traitement,non,partage_experience_traitement_non,pourtant utilise machine moyenne sept heures nuit
960,Et j’ai quelque douleurs intercostales parfois avec toute cette histoire je psychoter un peu Je me demande si finalement c’est une tumeur maligne et que ça se développe.,partage_experience,diagnostique,negatif,partage_experience_diagnostique_negatif,quelque douleurs intercostales parfois toute cette histoire psychoter peu demande si finalement tumeur maligne développe
120,"c'est déjà fait, j'ai revu mon pneumologue et il ne comprends, il m'a fait des examens et ne trouve rien d’anormal, nous avons changé la pression avec le technicien et toujours le même problème.",partage_experience,symptome,non,partage_experience_symptome_non,déjà fait revu pneumologue comprends a fait examen trouve rien anormal avon changé pression technicien toujours problème
281,Tant mieux dans un sens...,partage_experience,symptome,positif,partage_experience_symptome_positif,tant mieux sen
374,C'est sans doute pour cela que tu as été orienté vers un spécialiste en vue d'un enregistrement du sommeil.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,doute cela a orienté vers spécialiste vue enregistrement sommeil
45,Cela ne m'arrive que très rarement.,partage_experience,symptome,non,partage_experience_symptome_non,cela arrive très rarement
635,et je mets du temps à réaliser que c'est mon coeur ou ma respiration qui est arrêté.,partage_experience,symptome,non,partage_experience_symptome_non,mets temp réaliser coeur respiration arrêté
763,Avant tout se mettre à un régime alimentaire plus sain et voir votre médecin traitant pour en parler.,partage_experience,traitement,non,partage_experience_traitement_non,avant tout mettre régime alimentaire plus sain voir médecin traitant parler
692,"Le problème de mes apnées: j' avais le nez bouché, alors je le débouche tous les soirs et maintenant tout va bien.",partage_experience,symptome,positif,partage_experience_symptome_positif,problème apnées nez bouché alors débouche tous soirs maintenant tout va bien
804,"J'ai pris quelques séances pour les maîtriser bien, avec les instructions du physio, car il y a plusieurs détails qui font toute la différence (que seuls un physio peut corriger correctement).",partage_experience,traitement,non,partage_experience_traitement_non,pris quelques séances maîtriser bien instruction physio a plusieurs détails font toute différence seuls physio peut corriger correctement
159,"Du coup, aujourd'hui, je me suis forcée à régler correctement le masque avec la bande velcro au dessus de la tête.",partage_experience,traitement,non,partage_experience_traitement_non,coup aujourd hui forcée régler correctement masque bande velcro dessus tête
267,"Je suis une jeune maman de 22 ans, étudiante.",partage_experience,symptome,non,partage_experience_symptome_non,jeune maman NUM an étudiante
342,"Mon nez, lui, n’apprécie pas vraiment le contact du masque et était très douloureux les premiers jours, un peu moins maintenant mais quand même encore.",partage_experience,symptome,negatif,partage_experience_symptome_negatif,nez apprécie pa vraiment contact masque très douloureux premier jours peu moins maintenant quand encore
298,"Résultat, il faut forcer avec un appareil qui en quelque sorte aidera le nez et la bouche a mieux inspirer, ou qui forcera la respiration quand ton corps n'insiste pas pour mieux respirer au niveau de ta gorge ( du moins c'est ce que j'ai compris du pneumologue ), est-ce une maladie moderne ?",recherche_information,diagnostique,non,recherche_information_diagnostique_non,résultat faut forcer appareil quelque sorte aidera nez bouche a mieux inspirer forcera respiration quand corp insiste pa mieux respirer niveau gorge moins compris pneumologue maladie moderne
821,Y en a t-il aussi pour nous?,recherche_information,traitement,non,recherche_information_traitement_non,a aussi
403,Problème tres compliqué d'un point de vue médical.,partage_experience,diagnostique,negatif,partage_experience_diagnostique_negatif,problème tres compliqué point vue médical
225,"bonjour à toutes/s, voila je me présente dans les grandes lignes..",fonction_phatique,NA_CATEGORY,non,fonction_phatique_NA_CATEGORY_non,bonjour toutes voila présente grandes ligne
135,J'ai un humidificateur il va falloir que je m'en serve.,partage_experience,traitement,non,partage_experience_traitement_non,humidificateur va falloir serve
958,Et la deuxième est : suis-je une personne à risque du fait de mon opération il y a trois semaines?,recherche_information,diagnostique,non,recherche_information_diagnostique_non,deuxième personne risque fait opération a trois semaines
554,Bonjour j'ai revu depuis mon pneumologue il m'a mis ma machine en pression fixe à 10 mais je ne vois toujours pas d'amélioration...,partage_experience,symptome,negatif,partage_experience_symptome_negatif,bonjour revu depuis pneumologue a mi machine pression fixe NUM vois toujours pa amélioration
355,"La PPC reste le meilleur outil pour lever les apnées du sommeil, surtout dans les cas sévère.",partage_experience,traitement,non,partage_experience_traitement_non,ppc reste meilleur outil lever apnées sommeil surtout ca sévère
540,C'est moi qui a parlé à mon médecin des apnées mais il pensait le contraire car je ne ronfle pas..,partage_experience,symptome,non,partage_experience_symptome_non,a parlé médecin apnées pensait contraire ronfle pa
174,"Bon, pour ma part, j'ai trouvé une solution.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,bon part trouvé solution
666,2 mm de propulsion ne me semble pas énorme.,partage_experience,symptome,non,partage_experience_symptome_non,NUM mm propulsion semble pa énorme
823,Pour ma part je prends du prednisone avant chaque chimiothérapie hebdomadaire de Taxol.,partage_experience,traitement,non,partage_experience_traitement_non,part prends prednisone avant chaque chimiothérapie hebdomadaire taxol
153,C'est horrible de penser à quel moment je retire le masque.,partage_experience,symptome,negatif,partage_experience_symptome_negatif,horrible penser quel moment retire masque
771,"Au moment de m'endormir, j'avais la sensation d'une porte qui se ferme dans ma gorge et je me réveillais à chercher de l'air en urgence.",partage_experience,symptome,non,partage_experience_symptome_non,moment endormir sensation porte ferme gorge réveillais chercher air urgence
185,Avez-vous trouvé la cause du retrait du masque dans la nuit ?,recherche_information,traitement,non,recherche_information_traitement_non,trouvé cause retrait masque nuit
616,Moi en plus de 4 ans je n'ai jamais eu de soucis et je n'en avais jamais entendu parler...,partage_experience,symptome,non,partage_experience_symptome_non,plus NUM an jamais soucis jamais entendu parler
272,"cependant, mon compagnon avec qui je dors chaque nuit me dit que je parle la nuit, (depuis mon enfance).",partage_experience,symptome,non,partage_experience_symptome_non,cependant compagnon dors chaque nuit dit parle nuit depuis enfance
964,"Respectez scrupuleusement les mesures barrières, comme chacun doit le faire !",partage_experience,traitement,non,partage_experience_traitement_non,respectez scrupuleusement mesures barrières comme chacun doit faire
581,Il s'agit de micro-eveils qui ne reveillent pas et qui sont inconsients.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,agit micro eveils reveillent pa inconsients
904,"Votre mère semble avoir une fragilité pulmonaire, peut-être en raison d'une pathologie pulmonaire chronique sous-jacente.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,mère semble avoir fragilité pulmonaire peut être raison pathologie pulmonaire chronique sou jacente
158,Sans le besoin de faire de sieste pendant la journée.,partage_experience,symptome,non,partage_experience_symptome_non,besoin faire sieste pendant journée
274,Apparemment cela pourrait être un symptôme d’apnée du sommeil...,partage_experience,diagnostique,non,partage_experience_diagnostique_non,apparemment cela pourrait être symptôme apnée sommeil
115,Ou alors faut-il simplement s'habituer à la machine ?,recherche_information,traitement,non,recherche_information_traitement_non,alors faut simplement habituer machine
806,"Si vous voulez quand même que je vous explique les exercices, écrivez-moi en privé et je vous les décrirai.",partage_experience,traitement,non,partage_experience_traitement_non,si voulez quand explique exercices écrivez privé décrirai
7,"En effet, je n'arrive pas a savoir pourquoi je me lève tous les matin avec des douleurs dans le corps, mais sur tout dans le dos ?",partage_experience,symptome,non,partage_experience_symptome_non,effet arrive pa a savoir pourquoi lève tous matin douleurs corp tout do
476,Et quelle sont les traitements ?,recherche_information,traitement,non,recherche_information_traitement_non,quelle traitements
760,"Moi aussi j'ai de très grande fatigue toute la journée , je peine à dormir et jentend jamais mes réveilles.",partage_experience,symptome,non,partage_experience_symptome_non,aussi très grande fatigue toute journée peine dormir jentend jamais réveilles
765,"J'ai 32 ans et voilà que depuis 3 jours je bloque systématiquement ma respiration à l'endormissement, du coup je me reveille en sursaut et je me retrouve ainsi dans l'impossibilité totale de trouver le sommeil !",partage_experience,symptome,negatif,partage_experience_symptome_negatif,NUM an voilà depuis NUM jours bloque systématiquement respiration endormissement coup reveille sursaut retrouve ainsi impossibilité totale trouver sommeil
861,Suis je une personne à haut risque comme les personnes en traitement ?,recherche_information,traitement,non,recherche_information_traitement_non,personne haut risque comme personnes traitement
901,"Bien évidemment, ma mère depuis à souvent des glaires, du mucus qu'elle doit cracher pour bien ""libérer"" ses poumons, cela fait elle une personne à risque ?",recherche_information,diagnostique,non,recherche_information_diagnostique_non,bien évidemment mère depuis souvent glaires mucus doit cracher bien libérer poumons cela fait personne risque
770,C'est une raison semblable qui m'a amenée à consulter une clinique du sommeil.,partage_experience,traitement,non,partage_experience_traitement_non,raison semblable a amenée consulter clinique sommeil
626,J'espere que j'ai bien repondu!!,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,espere bien repondu
455,"Par contre je ne le tiens pas plus de 3 ou 4 heures : je me réveille et n'arrive plus à m'endormir si je le garde ou en bougeant et le déplaçant je fais augmenter la pression et me retrouve avec ""un ventilateur"" sur le visage...",partage_experience,traitement,non,partage_experience_traitement_non,contre tiens pa plus NUM NUM heures réveille arrive plus endormir si garde bougeant déplaçant fais augmenter pression retrouve ventilateur visage
452,Et merci pour vos remarques et témoignages!,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,merci remarques témoignages
245,ce qui devait arriver ...,partage_experience,symptome,negatif,partage_experience_symptome_negatif,devait arriver
205,"Ils se sont rendus compte lors d'une polysomnographie et autres examens (je ne me rappelle pas des autres types désolé) que j'avais des apnées du sommeil moyennes (au dessus de la moyenne sans que ça soit sévère) et j'ai été appareillé vers mes 14-15 ans mais je retirais sans arrêt le masque, et je n'ai pas réussi à garder la machine.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,rendus compte lors polysomnographie autres examen rappelle pa autres type désolé apnées sommeil moyennes dessus moyenne sévère appareillé vers NUM NUM an retirais arrêt masque pa réussi garder machine
591,"Alors à moins de tomber sur 2 menteurs, j'aurai tendance à les croire.",partage_experience,traitement,positif,partage_experience_traitement_positif,alors moins tomber NUM menteurs tendance croire
148,Je retire mon masque pendant la nuit je le fais inconsciemment et le souci c'est que je me réveille sans masque sur le nez.,partage_experience,traitement,non,partage_experience_traitement_non,retire masque pendant nuit fais inconsciemment souci réveille masque nez
978,"La chimiothérapie peut effectivement créer une immunodépression, ce que ne provoque pas le cancer lui-même, du moins vis à vis des microbes.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,chimiothérapie peut effectivement créer immunodépression provoque pa cancer moins vi vi microbe
443,"j'ai une sep de chez aliseo qui etait fourni avec un masque nasal, que je n'ai po supoporter , probleme d'etouffement en cas de bouche ouverte.",partage_experience,traitement,negatif,partage_experience_traitement_negatif,sep aliseo etait fourni masque nasal po supoporter probleme etouffement ca bouche ouverte
649,"Voilà en gros mon problème : depuis 20 joursje suis appareillée pour apnées du sommeil, donc je dors avec PPC et masque nasal.",partage_experience,traitement,non,partage_experience_traitement_non,voilà gros problème depuis NUM joursje appareillée apnées sommeil dors ppc masque nasal
739,Le problème est apparu assez rapidement mais c'est depuis la même chose toutes les nuits et tous les matins.,partage_experience,symptome,non,partage_experience_symptome_non,problème apparu assez rapidement depuis chose toutes nuits tous matins
163,J'avoue que ce masque est une muselière pour animal bien dressé.,partage_experience,traitement,non,partage_experience_traitement_non,avoue masque muselière animal bien dressé
482,Merci de vos conseils si vous en avez,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,merci conseils si
280,apparemment c’est peu probable que je souffre d’apnée du sommeil.,partage_experience,diagnostique,negatif,partage_experience_diagnostique_negatif,apparemment peu probable souffre apnée sommeil
975,Merci d'avance pour vos réponses et bravo pour cette belle idée de forum.,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,merci avance réponses bravo cette belle idée forum
465,"Ce qui ne fut pas le cas, nous venons de refaire un test dans la nuit de jeudi a vendredi ...",partage_experience,traitement,non,partage_experience_traitement_non,pa ca venons refaire test nuit jeudi a vendredi
253,"mais il est vrai que je ""trace"" d'ailleurs en passant, je vous informe que j'ai souvent des palpitations au niveau du coeur ...",partage_experience,symptome,non,partage_experience_symptome_non,vrai trace ailleurs passant informe souvent palpitation niveau coeur
88,"J'ai effectivement quelques kilo à perdre, mais je pense que si c'était lié à l’hygiène de vie, ça serait toutes les nuits!",partage_experience,symptome,non,partage_experience_symptome_non,effectivement quelques kilo perdre pense si lié hygiène vie toutes nuits
940,"Mon système immunitaire est-il encore faible, 2 mois après la fin de cette chimio ?",recherche_information,traitement,non,recherche_information_traitement_non,système immunitaire encore faible NUM mois après fin cette chimio
428,N’y aurait il pas d’erreur dans les chiffres ?,recherche_information,traitement,non,recherche_information_traitement_non,pa erreur chiffres
191,"Comme je l'ai écrit précédemment, je suis incapable de dormir sur le dos.",partage_experience,symptome,non,partage_experience_symptome_non,comme écrit précédemment incapable dormir do
791,"vous vous endormirez forcément, ne vous inquiétez pas.",partage_experience,symptome,positif,partage_experience_symptome_positif,endormirez forcément inquiétez pa
488,"Pour l'hyperactivité ma fille ne l'est pas, juste depuis quelques temps elle se déconcentre, par moment n'arrive plus a tenir en place n'arrive pas a se calmer, et ceci petit à petit , apparement cela viendrais de son apnée du sommeil,",partage_experience,symptome,non,partage_experience_symptome_non,hyperactivité fille pa juste depuis quelques temp déconcentre moment arrive plus a tenir place arrive pa a calmer ceci petit petit apparement cela viendrais apnée sommeil
584,C'est un véritable problème de santé publique qui n'est encore pas suffisament pris en compte.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,véritable problème santé publique encore pa suffisament pris compte
193,Je m'endors sur le côté.,partage_experience,symptome,non,partage_experience_symptome_non,endors côté
511,Il me semble avoir déja entendu parler ou lu sur internet d'appareillage pour enfant comme celui des adultes.,partage_experience,traitement,non,partage_experience_traitement_non,semble avoir déja entendu parler lu internet appareillage enfant comme adultes
500,"Liline, oui je connait la différence entre apnnées obstructives (le systeme respiratoire fonctionne mais l'air ne passe pas = obstruction) et l'apnée cenrtal (le système respiratoire s'arrêtte totalement= pas d'effort respiratoire)",partage_experience,diagnostique,non,partage_experience_diagnostique_non,liline oui connait différence entre apnnées obstructives systeme respiratoire fonctionne air passe pa obstruction apnée cenrtal système respiratoire arrêtte totalement pa effort respiratoire
189,"Bonjour, Fabrice.",fonction_phatique,NA_CATEGORY,non,fonction_phatique_NA_CATEGORY_non,bonjour fabrice
766,"J'ai donc fait 3 nuits blanches puis j'ai craqué, je suis allé voir le médecin qui m'a prescrit du Zolpidem (stilnox) et cette nuit enfin j'ai réussi à dormir 5 heures, quel soulagement ...",partage_experience,traitement,positif,partage_experience_traitement_positif,fait NUM nuits blanches puis craqué allé voir médecin a prescrit zolpidem stilnox cette nuit enfin réussi dormir NUM heures quel soulagement
317,"J'ai également essayé un masque narinaire, mais là, c'est le dessous de mon nez qui devient très douloureux et comme je me mouche souvent, pas question d'abimer cette partie là.",partage_experience,symptome,non,partage_experience_symptome_non,également essayé masque narinaire là dessous nez devient très douloureux comme mouche souvent pa question abimer cette partie là
107,S'habituer à l'appareillage est souvent une phase délicate pour les patients dans votre situation.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,habituer appareillage souvent phase délicate patient situation
924,"Pour protéger votre mère, il faut bien sûr respecter strictement les mesures barrières et lui conseiller de bien se laver les mains après avoir rangé les courses, de ne pas se toucher le visage pendant qu'elle range ses courses et tant qu'elle ne sera pas bien lavée les mains.",partage_experience,traitement,non,partage_experience_traitement_non,protéger mère faut bien sûr respecter strictement mesures barrières conseiller bien laver main après avoir rangé course pa toucher visage pendant range course tant serum pa bien lavée main
942,"Contexte : mon mari sort d'un ""épisode grippal"" : il n'a pas fait de test et son médecin lui a expliqué qu'il avait eu, peut-être, une forme atténuée de coronavirus ou d'une grippe classique.",partage_experience,symptome,non,partage_experience_symptome_non,contexte mari sort épisode grippal a pa fait test médecin a expliqué peut être forme atténuée coronavirus grippe classique
22,Je suis appareillée depuis maintenant 5 mois et j'ai une recrudescence de mes douleurs au niveau des cervicales et haut du dos.,partage_experience,symptome,non,partage_experience_symptome_non,appareillée depuis maintenant NUM mois recrudescence douleurs niveau cervicales haut do
239,Wow j'avais jamais entendu parlé de truc comme ça.,partage_experience,symptome,non,partage_experience_symptome_non,wow jamais entendu parlé truc comme
429,Est ce que si je maigris vous pensez que ça peut s’arranger ?,recherche_information,symptome,non,recherche_information_symptome_non,si maigris pensez peut arranger
787,"Et enfin dernière chose, j'ai le sommeil très léger, j'ai peur de ne pas pouvoir trouver le sommeil lors du test à la clinique, je suis capable de faire une nuit blanche, ce qui ne permettra pas d'objectivé le phénomène :( Etes vous arrivez à dormir ?",recherche_information,symptome,non,recherche_information_symptome_non,enfin dernière chose sommeil très léger peur pa pouvoir trouver sommeil lors test clinique capable faire nuit blanche permettra pa objectivé phénomène EMOJI SAD etes arrivez dormir
525,Cela vous est-il arrivé de rechuté?,recherche_information,symptome,non,recherche_information_symptome_non,cela arrivé rechuté
386,"bonsoir, j'ai 59 ans , je ne dors plus ou très peu fatiguée mais jamais sommeil jusqu'à avoir des malaises je suis sous PPC (traitement apnées), depuis l'âge de 20 ans je prends des psychotropes, je redoute l'heure du couché, je suis désespérée mon médecin ne sait pas quoi faire et je ne vis plus, je reste à la maison j'ai mal partout, je ne peux rien faire, j'attends vos conseils merci",partage_experience,symptome,negatif,partage_experience_symptome_negatif,bonsoir NUM an dors plus très peu fatiguée jamais sommeil jusqu avoir malaise sou ppc traitement apnées depuis âge NUM an prends psychotropes redoute heure couché désespérée médecin sait pa faire vi plus reste maison mal partout peux rien faire attends conseils merci
593,"Pour ce qui est des micro-réveils, pour moi ils sont réels, je suis tout à fait conscient mais je me rendors sans problèmes.",partage_experience,symptome,non,partage_experience_symptome_non,micro réveils réels tout fait conscient rendors problèmes
448,mon pneumpologue m'a dit de m'accrocher qu'en principe il fallait compter 1 mois pour s'accoutumer.,partage_experience,traitement,non,partage_experience_traitement_non,pneumpologue a dit accrocher principe fallait compter NUM mois accoutumer
352,"Aussi il me propose de mettre un masque pour m'oxygéner la nuit seulement un de mes cousins, lui-même médecin à l'étranger nous avait fait savoir que cela est de l'arnaque aussi je suis assez embêté pour savoir que choisir en terme de traitement sachant que je suis très fatigué le matin et que cela a une influence sur mon diabète.",partage_experience,traitement,non,partage_experience_traitement_non,aussi propose mettre masque oxygéner nuit seulement cousin médecin étranger fait savoir cela arnaque aussi assez embêté savoir choisir terme traitement sachant très fatigué matin cela a influence diabète
134,"Maintenant j'ai la bouche sèche, ce qui me réveille aussi.",partage_experience,symptome,non,partage_experience_symptome_non,maintenant bouche sèche réveille aussi
316,"J'ai essayé les compresses, ça protège plus ou moins de la douleur mais c'est tout.",partage_experience,traitement,non,partage_experience_traitement_non,essayé compress protège plus moins douleur tout
132,"Suivi en neurophysiologie, actuellement il ne fait plus d'apnée.",partage_experience,traitement,non,partage_experience_traitement_non,suivi neurophysiologie actuellement fait plus apnée
211,J'arrive à m'endormir dans cette position mais je finis toujours par me remettre sur le côté après.,partage_experience,symptome,non,partage_experience_symptome_non,arrive endormir cette position finis toujours remettre côté après
533,Un réglage de l'appareil est peut-être nécessaire.,partage_experience,traitement,non,partage_experience_traitement_non,réglage appareil peut être nécessaire
104,Mais maintenant quand je mets mon masque j’appréhende.,partage_experience,symptome,negatif,partage_experience_symptome_negatif,maintenant quand mets masque appréhende
61,"chocolat, café, etc.?",recherche_information,symptome,non,recherche_information_symptome_non,chocolat café etc
264,"Grosse dépression et se qui s'en suit, le preuve je le vie.",partage_experience,symptome,negatif,partage_experience_symptome_negatif,grosse dépression suit preuve vie
595,"Quand on parle de la mort, le sujet sous-entend bien que c'est de celle de l'apnéiste dont on parle, pas celle d'éventuels dommages collatéraux dus à ce même apnéiste.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,quand parle mort sujet sou entend bien celle apnéiste dont parle pa celle éventuels dommages collatéraux dus apnéiste
426,"Voilà, je pense donc sincèrement que je vais laisser cet appareil dans sa boîte d’autant plus que je ne me vois pas dormir avec ça lorsque ma femme sera là.",partage_experience,traitement,non,partage_experience_traitement_non,voilà pense sincèrement vais laisser cet appareil boîte autant plus vois pa dormir lorsque femme serum là
359,"j'ai encore plus de problème de santé depuis et je suis toujours aussi fatigué..je faisais 44 apnées par heure..Et Maintenant,soit disant 0,2 a 0,9..Mais toujours aussi fatigué..pour moi,c'est du pipeau leur truc..",partage_experience,symptome,negatif,partage_experience_symptome_negatif,encore plus problème santé depuis toujours aussi fatigué faisais NUM apnées heure maintenant disant NUM NUM a NUM NUM toujours aussi fatigué pipeau truc
275,et j’ai également parfois (mais pas toutes les nuits non plus) des réveils en sursaut lors de l’endormissement car je me sens tellement fatiguée que j’oublie de respirer et je m’étouffe.,partage_experience,symptome,negatif,partage_experience_symptome_negatif,également parfois pa toutes nuits non plus réveils sursaut lors endormissement sen tellement fatiguée oublie respirer étouffe
812,"Le fait de rester confiné en étant malade chez soi m inquiète , nous sommes loin du système chinois qui a construit rapidement des hôpitaux .",partage_experience,traitement,negatif,partage_experience_traitement_negatif,fait rester confiné malade soi inquiète somme loin système chinois a construit rapidement hôpitaux
838,"Sans même parler de ceci, dans le cas de personnes vulnérables en cours de traitement, ne serait il pas judicieux de faire un test ?",recherche_information,traitement,non,recherche_information_traitement_non,parler ceci ca personnes vulnérables cours traitement pa judicieux faire test
